,응시기간,시험명,학년, 응시일자,전체,국어,영어,수학,과학,사회,역사
231,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-25 00:00:00,349,61,58.0,94.0,90.0,46.0,0.0
232,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,173,36,11.0,9.0,38.0,23.0,56.0
233,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,363,54,93.0,77.0,71.0,30.0,38.0
234,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,252,68,68.0,70.0,,46.0,
235,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,110,68,18.0,9.0,,15.0,
236,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,25,25,0.0,0.0,0.0,0.0,0.0
237,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,43,43,0.0,0.0,0.0,0.0,0.0
238,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,231,40,29.0,63.0,61.0,38.0,0.0
239,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,69,22,47.0,0.0,,0.0,0.0
240,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,375,65,72.0,77.0,100.0,61.0,
241,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,76,54,22.0,0.0,,0.0,
242,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,376,100,65.0,77.0,71.0,63.0,
243,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,366,86,11.0,60.0,82.0,71.0,56.0
244,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-26 00:00:00,166,25,65.0,46.0,,30.0,
245,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,283,47,47.0,65.0,38.0,30.0,56.0
246,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,397,79,86.0,100.0,61.0,71.0,
247,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,318,75,61.0,60.0,61.0,61.0,
248,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,215,54,22.0,0.0,45.0,56.0,38.0
249,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,161,75,86.0,0.0,,0.0,
250,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,218,79,40.0,46.0,,23.0,30.0
251,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,344,68,54.0,74.0,,48.0,100.0
252,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,301,68,11.0,36.0,71.0,15.0,100.0
253,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,101,11,36.0,9.0,15.0,15.0,15.0
254,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,75,75,0.0,0.0,,0.0,
255,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-27 00:00:00,86,86,0.0,0.0,0.0,0.0,
256,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-28 00:00:00,201,65,11.0,77.0,,48.0,
257,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-28 00:00:00,149,0,18.0,52.0,,23.0,56.0
258,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-28 00:00:00,332,68,58.0,41.0,48.0,61.0,56.0
259,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-28 00:00:00,252,63,63.0,63.0,,63.0,
260,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-29 00:00:00,310,47,36.0,51.0,38.0,38.0,100.0
261,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-29 00:00:00,439,86,86.0,88.0,,100.0,79.0
262,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-31 00:00:00,443,100,86.0,83.0,38.0,90.0,46.0
263,2021. 12 ~2022. 12,AI진단평가,중2,2022-01-31 00:00:00,108,47,61.0,0.0,,0.0,
264,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-02 00:00:00,75,75,0.0,0.0,0.0,0.0,
265,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-02 00:00:00,33,33,0.0,0.0,0.0,0.0,0.0
266,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-03 00:00:00,457,93,86.0,43.0,100.0,45.0,90.0
267,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-03 00:00:00,321,50,75.0,74.0,61.0,15.0,46.0
268,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-03 00:00:00,229,61,29.0,27.0,33.0,79.0,
269,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-03 00:00:00,50,50,0.0,0.0,,0.0,
270,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-04 00:00:00,301,47,33.0,14.0,90.0,38.0,79.0
271,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-04 00:00:00,284,86,29.0,23.0,30.0,45.0,71.0
272,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-05 00:00:00,378,75,93.0,82.0,67.0,23.0,38.0
273,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-05 00:00:00,355,93,79.0,82.0,71.0,30.0,
274,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-05 00:00:00,87,36,51.0,0.0,0.0,0.0,0.0
275,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-05 00:00:00,397,75,100.0,94.0,90.0,38.0,
276,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-05 00:00:00,205,47,43.0,18.0,67.0,30.0,
277,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-06 00:00:00,259,36,43.0,37.0,67.0,38.0,38.0
278,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-06 00:00:00,267,75,29.0,28.0,45.0,0.0,90.0
279,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-06 00:00:00,316,75,40.0,46.0,38.0,79.0,38.0
280,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-06 00:00:00,29,29,0.0,0.0,,0.0,
281,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-06 00:00:00,208,33,47.0,32.0,,48.0,48.0
282,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-06 00:00:00,93,93,0.0,0.0,0.0,0.0,0.0
283,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-07 00:00:00,195,50,65.0,42.0,,38.0,
284,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-07 00:00:00,138,29,47.0,62.0,,0.0,
285,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-07 00:00:00,419,93,86.0,77.0,79.0,23.0,61.0
286,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-07 00:00:00,439,93,86.0,71.0,90.0,53.0,46.0
287,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-07 00:00:00,232,43,11.0,94.0,61.0,23.0,
288,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,97,54,29.0,14.0,,0.0,
289,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,424,86,79.0,37.0,100.0,61.0,61.0
290,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,79,79,0.0,0.0,0.0,0.0,
291,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,287,58,29.0,32.0,61.0,38.0,69.0
292,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,225,68,58.0,51.0,,48.0,
293,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,375,86,61.0,62.0,67.0,69.0,30.0
294,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,252,63,63.0,63.0,,63.0,
295,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-08 00:00:00,106,22,36.0,18.0,,30.0,
296,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,408,68,54.0,72.0,63.0,61.0,90.0
297,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,85,11,0.0,14.0,0.0,30.0,30.0
298,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,290,61,68.0,70.0,53.0,15.0,23.0
299,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,215,68,0.0,48.0,61.0,38.0,
300,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,221,75,72.0,74.0,0.0,0.0,0.0
301,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,406,79,65.0,38.0,79.0,45.0,100.0
302,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,275,50,79.0,29.0,,61.0,56.0
303,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,261,40,61.0,77.0,45.0,38.0,
304,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,213,33,47.0,65.0,38.0,30.0,
305,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,197,68,68.0,46.0,,15.0,
306,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-09 00:00:00,259,61,65.0,65.0,30.0,38.0,0.0
307,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,240,93,58.0,36.0,,15.0,38.0
308,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,295,75,100.0,82.0,,38.0,
309,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,174,36,58.0,50.0,15.0,15.0,
310,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,18,18,0.0,0.0,0.0,0.0,0.0
311,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,252,63,63.0,63.0,,63.0,
312,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,294,47,29.0,60.0,67.0,30.0,61.0
313,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,68,50,18.0,0.0,,0.0,
314,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,217,68,47.0,57.0,,45.0,
315,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,323,93,54.0,28.0,,48.0,100.0
316,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,340,75,100.0,94.0,,71.0,
317,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,144,36,18.0,27.0,0.0,30.0,33.0
318,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,241,68,86.0,34.0,,53.0,0.0
319,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,328,68,58.0,14.0,71.0,46.0,71.0
320,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,200,54,54.0,9.0,53.0,15.0,15.0
321,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-10 00:00:00,207,50,36.0,76.0,,45.0,
322,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,252,63,63.0,63.0,,63.0,
323,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,197,75,11.0,18.0,30.0,30.0,33.0
324,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,365,75,72.0,66.0,53.0,38.0,61.0
325,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,380,75,36.0,57.0,67.0,45.0,100.0
326,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,180,29,0.0,27.0,53.0,23.0,48.0
327,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,153,68,18.0,52.0,,15.0,
328,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,100,100,0.0,0.0,,0.0,
329,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-11 00:00:00,262,86,65.0,88.0,,23.0,
330,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-12 00:00:00,287,36,93.0,46.0,56.0,56.0,0.0
331,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-12 00:00:00,550,100,72.0,88.0,100.0,100.0,90.0
332,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-12 00:00:00,293,75,65.0,74.0,,79.0,
333,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-13 00:00:00,18,18,0.0,0.0,,0.0,
334,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-13 00:00:00,207,86,58.0,48.0,0.0,15.0,0.0
335,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-13 00:00:00,181,61,11.0,23.0,38.0,48.0,
336,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-13 00:00:00,301,72,61.0,46.0,23.0,61.0,38.0
337,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-14 00:00:00,519,75,75.0,100.0,79.0,90.0,100.0
338,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-14 00:00:00,219,61,65.0,63.0,,30.0,
339,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-14 00:00:00,282,68,47.0,68.0,38.0,61.0,
340,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,251,50,36.0,94.0,,71.0,
341,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,92,11,29.0,14.0,,38.0,0.0
342,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,229,75,61.0,63.0,,30.0,
343,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,264,40,51.0,18.0,48.0,38.0,69.0
344,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,303,93,93.0,94.0,,23.0,
345,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,313,36,36.0,46.0,71.0,53.0,71.0
346,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,397,93,36.0,51.0,56.0,71.0,90.0
347,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,341,65,29.0,71.0,67.0,38.0,71.0
348,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,300,93,72.0,66.0,,69.0,
349,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,110,22,29.0,14.0,30.0,15.0,
350,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,158,61,54.0,28.0,,15.0,0.0
351,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,298,68,86.0,88.0,,56.0,
352,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,58,36,22.0,0.0,0.0,0.0,0.0
353,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,253,86,61.0,60.0,,46.0,
354,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,249,47,72.0,46.0,23.0,23.0,38.0
355,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-15 00:00:00,259,29,18.0,18.0,100.0,56.0,38.0
356,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,321,79,75.0,88.0,,79.0,
357,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,211,75,93.0,28.0,,15.0,
358,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,29,29,0.0,0.0,0.0,0.0,0.0
359,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,124,11,0.0,14.0,53.0,23.0,23.0
360,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,264,93,54.0,46.0,,71.0,
361,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,504,100,100.0,82.0,82.0,79.0,61.0
362,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,225,43,22.0,36.0,56.0,38.0,30.0
363,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,252,63,63.0,63.0,,63.0,
364,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,228,18,61.0,70.0,,79.0,
365,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,179,43,40.0,27.0,46.0,23.0,0.0
366,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,150,11,36.0,9.0,,71.0,23.0
367,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,229,93,47.0,66.0,,23.0,
368,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,271,86,93.0,62.0,,30.0,
369,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,58,36,22.0,0.0,,0.0,
370,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-16 00:00:00,262,61,18.0,41.0,56.0,30.0,56.0
371,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,209,44,58.0,69.0,,38.0,
372,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,518,93,79.0,100.0,67.0,79.0,100.0
373,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,93,50,11.0,32.0,,0.0,
374,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,303,36,61.0,18.0,79.0,30.0,79.0
375,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,124,11,36.0,9.0,38.0,0.0,30.0
376,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,367,86,79.0,80.0,38.0,23.0,61.0
377,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,201,40,40.0,68.0,53.0,0.0,0.0
378,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,273,61,47.0,60.0,,15.0,90.0
379,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-17 00:00:00,43,43,0.0,0.0,,0.0,0.0
380,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,293,93,61.0,68.0,,71.0,
381,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,315,68,86.0,82.0,,79.0,
382,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,108,61,18.0,29.0,0.0,0.0,0.0
383,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,202,36,11.0,41.0,45.0,23.0,46.0
384,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,189,43,11.0,29.0,61.0,45.0,0.0
385,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,252,63,63.0,63.0,,63.0,
386,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,97,61,36.0,0.0,,0.0,0.0
387,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,177,68,40.0,46.0,,23.0,
388,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,224,79,18.0,18.0,,48.0,61.0
389,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,99,25,22.0,37.0,,15.0,0.0
390,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,226,75,61.0,60.0,30.0,0.0,0.0
391,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,168,75,93.0,0.0,,0.0,
392,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,252,100,36.0,63.0,,53.0,
393,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,40,40,0.0,0.0,,0.0,
394,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-18 00:00:00,230,43,79.0,55.0,,53.0,
395,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-19 00:00:00,18,18,0.0,0.0,,0.0,
396,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-19 00:00:00,197,61,47.0,51.0,,38.0,
397,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-20 00:00:00,255,68,29.0,82.0,,38.0,38.0
398,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-20 00:00:00,244,68,29.0,65.0,,82.0,
399,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-20 00:00:00,451,93,93.0,77.0,48.0,61.0,79.0
400,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-21 00:00:00,304,75,93.0,83.0,,53.0,
401,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-21 00:00:00,258,86,22.0,57.0,30.0,63.0,
402,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-21 00:00:00,122,36,0.0,18.0,15.0,30.0,23.0
403,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-21 00:00:00,309,51,93.0,40.0,79.0,46.0,
404,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-21 00:00:00,224,61,68.0,50.0,15.0,15.0,15.0
405,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-21 00:00:00,386,68,65.0,54.0,90.0,56.0,53.0
406,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,453,86,100.0,88.0,,79.0,100.0
407,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,327,100,61.0,57.0,48.0,0.0,61.0
408,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,209,54,65.0,37.0,,53.0,
409,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,190,11,11.0,0.0,38.0,100.0,30.0
410,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,349,43,72.0,37.0,90.0,38.0,69.0
411,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,332,75,47.0,55.0,46.0,63.0,46.0
412,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,292,86,29.0,71.0,,45.0,61.0
413,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,259,93,11.0,28.0,38.0,33.0,56.0
414,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,363,75,93.0,94.0,38.0,30.0,33.0
415,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,370,86,79.0,100.0,,90.0,15.0
416,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-22 00:00:00,257,86,47.0,71.0,,53.0,
417,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,249,68,11.0,28.0,,71.0,71.0
418,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,111,75,36.0,0.0,0.0,0.0,0.0
419,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,355,75,65.0,27.0,71.0,48.0,69.0
420,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,402,75,79.0,27.0,71.0,71.0,79.0
421,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,189,25,79.0,62.0,,23.0,
422,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,192,50,29.0,27.0,48.0,38.0,0.0
423,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,272,36,65.0,80.0,53.0,38.0,
424,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,76,29,47.0,0.0,0.0,0.0,0.0
425,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,54,54,0.0,0.0,,0.0,
426,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,253,29,54.0,41.0,53.0,61.0,15.0
427,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-23 00:00:00,36,36,0.0,0.0,,0.0,0.0
428,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,444,75,58.0,52.0,100.0,90.0,69.0
429,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,47,47,0.0,0.0,0.0,0.0,0.0
430,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,253,29,29.0,66.0,46.0,45.0,38.0
431,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,470,86,93.0,77.0,53.0,61.0,100.0
432,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,329,33,54.0,77.0,48.0,38.0,79.0
433,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,274,50,22.0,82.0,53.0,67.0,
434,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,79,79,0.0,0.0,,0.0,0.0
435,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-24 00:00:00,197,86,40.0,18.0,,53.0,
436,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,261,61,22.0,41.0,46.0,30.0,61.0
437,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,280,40,40.0,27.0,48.0,79.0,46.0
438,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,252,63,63.0,63.0,,63.0,
439,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,251,25,47.0,50.0,30.0,61.0,38.0
440,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,186,86,100.0,0.0,0.0,0.0,0.0
441,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,61,61,0.0,0.0,0.0,0.0,0.0
442,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,303,68,43.0,47.0,61.0,61.0,23.0
443,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,68,68,0.0,0.0,0.0,0.0,0.0
444,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,144,79,65.0,0.0,0.0,0.0,0.0
445,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,68,68,0.0,0.0,,0.0,0.0
446,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,307,65,86.0,43.0,90.0,23.0,
447,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,252,63,63.0,63.0,,63.0,
448,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,281,75,43.0,42.0,38.0,30.0,53.0
449,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-25 00:00:00,235,36,40.0,46.0,45.0,30.0,38.0
450,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,108,50,58.0,0.0,0.0,0.0,0.0
451,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,263,68,40.0,71.0,,38.0,46.0
452,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,318,50,54.0,70.0,53.0,38.0,53.0
453,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,209,68,40.0,63.0,,38.0,
454,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,334,93,79.0,63.0,38.0,61.0,
455,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,106,54,25.0,27.0,0.0,0.0,0.0
456,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,215,93,61.0,23.0,,38.0,
457,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,86,86,0.0,0.0,0.0,0.0,0.0
458,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-26 00:00:00,75,75,0.0,0.0,,0.0,
459,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-27 00:00:00,325,86,18.0,37.0,46.0,48.0,90.0
460,2021. 12 ~2022. 12,AI진단평가,중2,2022-02-27 00:00:00,490,93,100.0,100.0,82.0,48.0,67.0
